,날짜,시가,고가,저가,종가,거래량
2547,2010-04-23,13889,13909,13788,13829,37649
2548,2010-04-26,13869,13989,13708,13849,56831
2549,2010-04-27,13768,13929,13568,13849,89989
2550,2010-04-28,13587,13688,13447,13688,104260
2551,2010-04-29,13648,13648,13407,13648,58473
2552,2010-04-30,13547,13688,13306,13367,112324
2553,2010-05-03,13467,13949,13427,13849,509057
2554,2010-05-04,14390,15173,14270,15113,1018963
2555,2010-05-06,14852,15695,14832,15334,389869
2556,2010-05-07,15012,16096,14832,15956,366437
2557,2010-05-10,15956,16017,15475,15716,371886
2558,2010-05-11,15715,16197,15274,15555,275125
2559,2010-05-12,15695,16298,15254,16298,301510
2560,2010-05-13,16398,16860,16398,16559,979912
2561,2010-05-14,16559,16719,16157,16258,217944
2562,2010-05-17,15916,16458,15816,16258,152597
2563,2010-05-18,16498,16739,15896,16338,261205
2564,2010-05-19,16057,16438,15936,16298,182146
2565,2010-05-20,16157,16297,15836,16117,150089
2566,2010-05-24,16017,16057,15455,15997,118921
2567,2010-05-25,15735,15916,15033,15836,161444
2568,2010-05-26,15716,15876,15435,15696,118739
2569,2010-05-27,15655,15856,15093,15174,252567
2570,2010-05-28,15193,15434,14431,14712,405736
2571,2010-05-31,14953,15776,14912,15776,432674
2572,2010-06-01,15936,16056,15434,15615,197531
2573,2010-06-03,15856,16297,15555,15756,245194
2574,2010-06-04,15756,15796,15414,15696,205421
2575,2010-06-07,15274,15756,15093,15696,137235
2576,2010-06-08,15715,16859,15514,16759,280396
2577,2010-06-09,16940,17582,16598,16920,359599
2578,2010-06-10,17060,17080,16478,17000,175181
2579,2010-06-11,17100,17100,16297,16699,349058
2580,2010-06-14,16699,17201,16478,17161,290470
2581,2010-06-15,17180,17401,16839,17060,316942
2582,2010-06-16,17140,17320,16939,17040,290986
2583,2010-06-17,17140,17140,16638,16940,182805
2584,2010-06-18,16899,17140,16859,17060,145416
2585,2010-06-21,17180,17501,16939,17321,208395
2586,2010-06-22,17201,17482,17201,17382,98315
2587,2010-06-23,17301,17361,16739,16880,177738
2588,2010-06-24,16940,17020,16779,16800,115308
2589,2010-06-25,16779,17160,16698,17000,90996
2590,2010-06-28,16880,17201,16880,17121,70475
2591,2010-06-29,17080,17241,16599,16840,80886
2592,2010-06-30,16618,17040,16598,16980,74434
2593,2010-07-01,16779,16979,16237,16458,108563
2594,2010-07-02,16398,16579,16016,16017,120909
2595,2010-07-05,16297,16759,16056,16679,83123
2596,2010-07-06,16658,16859,16578,16719,69287
2597,2010-07-07,16860,16880,16559,16559,65448
2598,2010-07-08,16759,16859,16599,16599,39545
2599,2010-07-09,16799,16840,16458,16840,52593
2600,2010-07-12,17040,17060,16879,16960,54958
2601,2010-07-13,17060,17060,16759,16820,81033
2602,2010-07-14,16819,16940,16498,16619,170654
2603,2010-07-15,16538,16719,16538,16599,186280
2604,2010-07-16,16699,16759,16418,16559,88315
2605,2010-07-19,16237,16558,16237,16338,52171
2606,2010-07-20,16457,16979,16437,16759,107364
2607,2010-07-21,16899,16960,16658,16960,83344
2608,2010-07-22,17060,17260,16899,17060,187906
2609,2010-07-23,17321,17381,17060,17201,95882
2610,2010-07-26,17080,17381,17080,17161,84554
2611,2010-07-27,17240,17320,17060,17060,82504
2612,2010-07-28,17221,17221,16840,16840,46114
2613,2010-07-29,16840,16960,16498,16820,69915
2614,2010-07-30,16959,17200,16819,17060,70257
2615,2010-08-02,17040,17301,17020,17261,61237
2616,2010-08-03,17381,17482,16057,16057,263829
2617,2010-08-04,16217,16357,15514,15856,356324
2618,2010-08-05,15956,16096,15815,15876,89228
2619,2010-08-06,15976,15976,15635,15716,78927
2620,2010-08-09,15675,15875,15072,15093,239304
2621,2010-08-10,15193,15253,14852,15033,213581
2622,2010-08-11,15053,15173,14612,14612,168675
2623,2010-08-12,14451,14872,14350,14652,103693
2624,2010-08-13,14752,14832,14611,14712,103881
2625,2010-08-16,14711,14952,14671,14812,122803
2626,2010-08-17,14912,15233,14892,15033,203428
2627,2010-08-18,15053,15093,14391,14612,232336
2628,2010-08-19,14611,14892,14611,14812,198023
2629,2010-08-20,14812,14973,14672,14672,113441
2630,2010-08-23,14712,14892,14491,14672,66787
2631,2010-08-24,14692,14712,13729,13729,248751
2632,2010-08-25,13728,14150,13568,13849,131563
2633,2010-08-26,14070,14551,14070,14351,328378
2634,2010-08-27,14371,14611,14330,14351,137000
2635,2010-08-30,14511,14612,14090,14331,77342
2636,2010-08-31,14190,14290,13849,14110,152492
2637,2010-09-01,14109,14571,14089,14491,105618
2638,2010-09-02,14651,14651,14149,14451,175887
2639,2010-09-03,14631,14732,14310,14351,117849
2640,2010-09-06,14450,14491,14109,14190,113092
2641,2010-09-07,14190,14331,13809,14010,191485
2642,2010-09-08,14050,14090,13728,14010,242202
2643,2010-09-09,14130,14250,13708,13809,158190
2644,2010-09-10,13869,14030,13648,14030,196650
2645,2010-09-13,14270,14391,14090,14351,241382
2646,2010-09-14,14531,15033,14471,15013,644607
2647,2010-09-15,15053,15113,14752,14993,315035
2648,2010-09-16,15032,15053,14711,14752,116617
2649,2010-09-17,14752,14973,14491,14973,156667
2650,2010-09-20,15053,15153,14772,14953,81459
2651,2010-09-24,14852,15133,14731,15093,123344
2652,2010-09-27,15133,15194,14913,15174,129288
2653,2010-09-28,15354,15635,15133,15154,224079
2654,2010-09-29,15234,15736,15214,15455,358524
2655,2010-09-30,15494,15856,15494,15816,316472
2656,2010-10-01,15816,15976,15595,15776,222394
2657,2010-10-04,15916,15916,15253,15274,169057
2658,2010-10-05,15354,15997,15294,15997,270232
2659,2010-10-06,16076,16538,15835,16438,328268
2660,2010-10-07,16317,16478,16257,16458,209062
2661,2010-10-08,16318,16518,16177,16278,108928
2662,2010-10-11,16358,16498,16177,16318,91653
2663,2010-10-12,16458,16759,16177,16458,348878
2664,2010-10-13,16398,16559,16217,16539,68291
2665,2010-10-14,16538,16538,15916,16278,134687
2666,2010-10-15,16257,16297,15815,16137,124166
2667,2010-10-18,16357,16478,16157,16157,98029
2668,2010-10-19,16317,16397,16096,16237,82481
2669,2010-10-20,15976,16358,15916,16338,70616
2670,2010-10-21,16397,16397,15996,16137,44540
2671,2010-10-22,16116,16177,15856,15856,65679
2672,2010-10-25,16036,16117,15775,16117,58721
2673,2010-10-26,16117,16117,15655,15716,90012
2674,2010-10-27,15896,15896,15354,15796,155254
2675,2010-10-28,15675,15816,15515,15716,45935
2676,2010-10-29,15776,15856,15454,15756,80367
2677,2010-11-01,15816,16338,15735,16318,118500
2678,2010-11-02,16638,16959,16337,16418,256540
2679,2010-11-03,16679,16900,16558,16599,368713
2680,2010-11-04,16598,16739,16357,16679,114369
2681,2010-11-05,16659,16679,16257,16298,119069
2682,2010-11-08,16457,16497,16196,16237,52903
2683,2010-11-09,16096,16277,16056,16137,69149
2684,2010-11-10,16217,16398,16097,16097,55664
2685,2010-11-11,16117,16177,15695,15716,147162
2686,2010-11-12,15856,15856,15154,15696,128242
2687,2010-11-15,15574,15635,15313,15635,91359
2688,2010-11-16,15474,15615,15173,15234,83116
2689,2010-11-17,14872,15314,14852,14933,103213
2690,2010-11-18,15153,15776,15093,15776,129054
2691,2010-11-19,15796,15816,15575,15716,58541
2692,2010-11-22,16237,16257,15695,15856,322226
2693,2010-11-23,15976,16057,15635,15997,94417
2694,2010-11-24,15354,16057,15354,16057,182123
2695,2010-11-25,16076,16076,15735,15956,76639
2696,2010-11-26,15856,15916,15134,15134,85845
2697,2010-11-29,15253,15394,14952,15013,85081
2698,2010-11-30,15052,15354,14872,15354,152294
2699,2010-12-01,15273,15354,14912,15314,197412
2700,2010-12-02,15374,15414,15174,15174,55083
2701,2010-12-03,15254,15354,15013,15194,60923
2702,2010-12-06,15193,15294,14892,14993,95070
2703,2010-12-07,14993,15154,14913,15154,68233
2704,2010-12-08,15153,15173,14972,15053,36295
2705,2010-12-09,15193,15314,15012,15314,85423
2706,2010-12-10,15233,15354,15073,15314,87978
2707,2010-12-13,15333,15414,15233,15354,55940
2708,2010-12-14,15374,15615,15354,15515,82496
2709,2010-12-15,15454,15635,15374,15595,55240
2710,2010-12-16,15514,15695,15434,15635,61566
2711,2010-12-17,15635,15635,15374,15595,75607
2712,2010-12-20,15374,15635,15033,15033,80109
2713,2010-12-21,15173,15293,14992,15033,62665
2714,2010-12-22,15032,15233,15032,15093,29347
2715,2010-12-23,15153,15294,15053,15274,78764
2716,2010-12-24,15273,15293,14972,15113,72492
2717,2010-12-27,14952,15032,14772,14772,40542
2718,2010-12-28,14772,14952,14672,14672,62743
2719,2010-12-29,14571,15314,14571,15314,115503
2720,2010-12-30,15314,15495,15033,15495,105189
2721,2011-01-03,15555,15555,15274,15415,67366
2722,2011-01-04,15414,15936,15414,15575,77414
2723,2011-01-05,15614,15755,15454,15655,55443
2724,2011-01-06,15816,15896,15575,15696,44358
2725,2011-01-07,15775,16157,15635,16077,131875
2726,2011-01-10,16196,16397,15915,15916,57982
2727,2011-01-11,15976,16258,15695,16258,83664
2728,2011-01-12,16337,16337,15916,16077,89229
2729,2011-01-13,16077,16338,15856,16298,109322
2730,2011-01-14,16297,16377,15976,16177,192936
2731,2011-01-17,16036,16257,15775,16217,118108
2732,2011-01-18,16036,16137,15776,15776,76728
2733,2011-01-19,15836,16117,15515,16077,98082
2734,2011-01-20,15755,16076,15715,15796,59740
2735,2011-01-21,15796,15896,15515,15796,75167
2736,2011-01-24,15795,16036,15654,15956,74611
2737,2011-01-25,15936,16036,15856,15856,96381
2738,2011-01-26,15936,16378,15936,16338,124754
2739,2011-01-27,16398,16659,16177,16659,121111
2740,2011-01-28,16759,17000,16498,16699,107175
2741,2011-01-31,16498,16638,16156,16177,78802
2742,2011-02-01,16197,16378,16077,16358,56923
2743,2011-02-07,16839,16839,16437,16518,73403
2744,2011-02-08,16518,16799,16458,16659,71792
2745,2011-02-09,16498,16859,16317,16739,95618
2746,2011-02-10,16579,17141,16579,16800,122975
2747,2011-02-11,16880,17402,16699,16840,237910
2748,2011-02-14,16839,17140,16758,17060,102930
2749,2011-02-15,17060,17421,16959,17341,315242
2750,2011-02-16,17501,17762,17180,17301,127447
2751,2011-02-17,17461,17542,16659,17482,155393
2752,2011-02-18,17482,17903,17281,17763,117362
2753,2011-02-21,17763,18064,17662,17964,191062
2754,2011-02-22,17863,18084,17703,17944,49251
2755,2011-02-23,17923,18064,17582,17964,123410
2756,2011-02-24,17963,19027,17863,18646,260861
2757,2011-02-25,18867,19971,18646,19630,206255
2758,2011-02-28,19870,20051,19067,19991,260274
2759,2011-03-02,19689,19990,18786,19228,245244
2760,2011-03-03,19147,19790,18826,19770,191717
2761,2011-03-04,19769,19769,18946,18987,202019
2762,2011-03-07,18887,19168,18586,18586,122908
2763,2011-03-08,18726,19188,18565,19148,100091
2764,2011-03-09,19167,19529,18907,19469,61086
2765,2011-03-10,19569,19589,18546,19048,120923
2766,2011-03-11,18847,18847,18305,18566,96870
2767,2011-03-14,18365,18646,17582,18265,119168
2768,2011-03-15,18264,18886,17261,18064,142015
2769,2011-03-16,18164,18545,17903,18104,121235
2770,2011-03-17,17663,18225,17602,18205,59457
2771,2011-03-18,18224,18606,18184,18265,110228
2772,2011-03-21,18304,18404,17842,18144,113735
2773,2011-03-22,18244,18465,17983,18465,88471
2774,2011-03-23,18545,19408,18385,19228,114945
2775,2011-03-24,19268,19569,18987,19549,188066
2776,2011-03-25,19709,19709,19127,19429,72883
2777,2011-03-28,19428,19830,19207,19830,107137
2778,2011-03-29,19810,20251,19730,19730,182299
2779,2011-03-30,19850,20131,19669,20031,84561
2780,2011-03-31,20252,20252,19670,19670,54328
2781,2011-04-01,19629,20011,19509,19931,90421
2782,2011-04-04,20030,20331,19549,19830,99818
2783,2011-04-05,19709,20071,19569,20031,62856
2784,2011-04-06,19930,20031,19710,19710,41161
2785,2011-04-07,19789,20231,19669,19850,94769
2786,2011-04-08,19930,20010,19689,19770,91177
2787,2011-04-11,19890,20232,19609,19670,82160
2788,2011-04-12,19670,19850,18987,19670,144597
2789,2011-04-13,19769,19850,19288,19830,102538
2790,2011-04-14,19609,20853,19609,20854,269272
2791,2011-04-15,21134,22077,20933,21797,283663
2792,2011-04-18,21476,21737,21155,21396,73147
2793,2011-04-19,21395,22077,21154,21817,119486
2794,2011-04-20,22018,22078,21516,21878,69040
2795,2011-04-21,21837,21978,20934,21978,208579
2796,2011-04-22,21978,21978,21115,21115,123862
2797,2011-04-25,20974,21255,20693,21075,83669
2798,2011-04-26,21075,21456,20774,21316,98079
2799,2011-04-27,21496,21556,20813,21115,156406
2800,2011-04-28,21335,22098,21275,21416,155583
2801,2011-04-29,21476,22078,21074,22038,105992
2802,2011-05-02,21997,22660,21496,22620,92586
2803,2011-05-03,22399,22820,21817,21817,74735
2804,2011-05-04,21696,22138,21395,21817,62181
2805,2011-05-06,21475,21636,20933,21275,100792
2806,2011-05-09,21275,21355,20492,20573,83754
2807,2011-05-11,20693,20834,20452,20493,52945
2808,2011-05-12,20452,20632,20050,20372,77256
2809,2011-05-13,20613,20974,20212,20734,50798
2810,2011-05-16,20753,20974,20472,20834,87338
2811,2011-05-17,20773,21094,20633,20894,112615
2812,2011-05-18,20933,21134,20412,20673,78930
2813,2011-05-19,20673,20774,20232,20473,52880
2814,2011-05-20,20512,20633,20111,20252,35234
2815,2011-05-23,20331,20973,20131,20412,106346
2816,2011-05-24,20271,20472,20030,20071,141698
2817,2011-05-25,20071,20212,19931,20172,77995
2818,2011-05-26,20412,20593,20091,20473,40135
2819,2011-05-27,20372,20693,20332,20453,29975
2820,2011-05-30,20453,20734,20392,20453,16324
2821,2011-05-31,20513,21235,20472,21035,70647
2822,2011-06-01,21114,21636,21034,21476,39005
2823,2011-06-02,21055,22159,20914,21878,68860
2824,2011-06-03,22219,22620,22178,22460,61909
2825,2011-06-07,22359,23022,22259,23002,64143
2826,2011-06-08,22680,23062,22500,23002,30762
2827,2011-06-09,23002,23022,22681,22681,37079
2828,2011-06-10,22961,23282,22218,22520,66672
2829,2011-06-13,22519,23141,22218,22640,25791
2830,2011-06-14,22860,22860,22278,22299,56469
2831,2011-06-15,22298,22680,21716,22660,106630
2832,2011-06-16,22540,23182,22198,22781,46580
2833,2011-06-17,22680,22961,22279,22841,39297
2834,2011-06-20,22981,22981,22499,22580,15168
2835,2011-06-21,22580,22941,22239,22741,28846
2836,2011-06-22,22800,23362,22680,23202,41785
2837,2011-06-23,23162,23162,22580,22580,45504
2838,2011-06-24,22760,22961,22540,22821,29411
2839,2011-06-27,22479,22580,22199,22199,34282
2840,2011-06-28,22238,22379,21797,22078,72331
2841,2011-06-29,22178,22379,21998,22179,83158
2842,2011-06-30,22379,22479,22238,22279,48737
2843,2011-07-01,22318,22439,21977,22098,103381
2844,2011-07-04,22439,22480,22279,22480,194898
2845,2011-07-05,22480,22480,22339,22480,69617
2846,2011-07-06,22460,22500,22239,22420,67278
2847,2011-07-07,22419,22981,22399,22480,123574
2848,2011-07-08,22459,23483,22379,23483,290978
2849,2011-07-11,23323,24266,23262,24166,144485
2850,2011-07-12,23985,24406,23584,23584,289848
2851,2011-07-13,23583,25671,23523,25350,217594
2852,2011-07-14,25350,25370,24607,24688,145278
2853,2011-07-15,25088,26072,24065,24587,203431
2854,2011-07-18,24688,25691,24366,25511,155080
2855,2011-07-19,25510,26734,25410,26454,323794
2856,2011-07-20,27036,28099,26333,27297,222689
2857,2011-07-21,27297,27879,27056,27498,112279
2858,2011-07-22,27297,28662,27136,27819,100872
2859,2011-07-25,27819,28100,27798,27819,126624
2860,2011-07-26,27999,28782,27498,28602,92067
2861,2011-07-27,27497,28882,26694,28501,230749
2862,2011-07-28,28099,28119,27035,27096,150406
2863,2011-07-29,27096,27276,26333,26494,122337
2864,2011-08-01,26734,27076,26393,26775,71417
2865,2011-08-02,26795,27277,25811,26093,139704
2866,2011-08-03,25791,27236,25490,26875,83534
2867,2011-08-04,27216,28260,26634,27598,141835
2868,2011-08-05,26313,28019,25630,27076,238721
2869,2011-08-08,26313,26694,24667,26253,168505
2870,2011-08-09,25229,26032,23262,25250,119503
2871,2011-08-10,26192,26493,25691,25691,179654
2872,2011-08-11,24587,28099,24587,27096,135295
2873,2011-08-12,27095,27698,25309,25972,343136
2874,2011-08-16,25490,25691,23724,23885,1204341
2875,2011-08-17,23623,24788,22439,24788,1256536
2876,2011-08-18,24808,26132,24266,25591,669102
2877,2011-08-19,24687,25972,24406,25049,376729
2878,2011-08-22,25690,25710,23061,24587,312843
2879,2011-08-23,24627,25088,23884,24246,210071
2880,2011-08-24,24266,24707,23302,23403,181628
2881,2011-08-25,23624,24226,23443,23865,174172
2882,2011-08-26,23864,24567,23142,23885,150070
2883,2011-08-29,24286,24346,23543,23965,141044
2884,2011-08-30,24106,25069,23845,24929,180481
2885,2011-08-31,24868,26032,24647,25491,356201
2886,2011-09-01,25691,26032,25289,25691,206243
2887,2011-09-02,25892,26996,25591,26996,315468
2888,2011-09-05,26574,27396,26293,26855,198102
2889,2011-09-06,26695,27658,26093,26896,193699
2890,2011-09-07,27498,28180,26996,27458,160726
2891,2011-09-08,27698,27698,26193,27297,206684
2892,2011-09-09,27056,27297,25792,25792,109365
2893,2011-09-14,25771,26373,25490,25631,108455
2894,2011-09-15,26434,26695,25591,26374,83038
2895,2011-09-16,26634,27155,26493,26594,91832
2896,2011-09-19,26313,26875,26113,26113,53558
2897,2011-09-20,26092,27256,25891,26795,130047
2898,2011-09-21,27076,29404,26916,29405,181795
2899,2011-09-22,29003,29966,27899,28702,196091
2900,2011-09-23,27999,28501,27478,27478,98849
2901,2011-09-26,27498,27879,25751,26635,92007
2902,2011-09-27,27096,28401,26996,28100,71620
2903,2011-09-28,28661,28902,27316,27919,77411
2904,2011-09-29,27718,28742,27236,28742,68954
2905,2011-09-30,28701,29765,28199,28782,63071
2906,2011-10-04,27698,28060,26173,26896,255174
2907,2011-10-05,27096,27096,25250,25250,173211
2908,2011-10-06,25891,27316,25871,26494,167955
2909,2011-10-07,27095,27196,25088,25169,191667
2910,2011-10-10,25189,26092,25089,25892,106881
2911,2011-10-11,26695,26695,25410,25491,136226
2912,2011-10-12,25510,26614,25269,26574,164294
2913,2011-10-13,26634,28059,26634,27096,187711
2914,2011-10-14,27558,28381,27136,28301,136419
2915,2011-10-17,28702,28842,28020,28020,140887
2916,2011-10-18,27678,29705,27618,29304,218981
2917,2011-10-19,29604,30508,29203,29344,145909
2918,2011-10-20,29343,29343,28240,28802,90012
2919,2011-10-21,29304,30488,28883,29706,155816
2920,2011-10-24,29806,29886,28983,29706,93801
2921,2011-10-25,29665,29785,28320,29284,188841
2922,2011-10-26,28943,29866,28902,29485,53388
2923,2011-10-27,29224,29485,28020,28020,215062
2924,2011-10-28,27999,28220,26153,26936,363193
2925,2011-10-31,27076,27377,26393,27277,199991
2926,2011-11-01,27096,27417,26133,26133,182576
2927,2011-11-02,25590,26835,25590,26795,233470
2928,2011-11-03,26795,27096,26093,26093,89128
2929,2011-11-04,26393,26694,26273,26474,115892
2930,2011-11-07,27517,28340,26754,27136,492654
2931,2011-11-08,27437,27477,26474,26956,144180
2932,2011-11-09,27116,28902,26714,28802,225384
2933,2011-11-10,28401,28923,27658,28361,204801
2934,2011-11-11,28801,28882,27938,28541,82513
2935,2011-11-14,28601,28822,28099,28481,126458
2936,2011-11-15,28260,28701,27638,27638,93352
2937,2011-11-16,27638,28541,27457,27739,88301
2938,2011-11-17,27939,28541,27939,28441,46960
2939,2011-11-18,28300,28501,27658,28040,58032
2940,2011-11-21,27939,28240,27257,27779,54675
2941,2011-11-22,27477,28501,27417,28441,68523
2942,2011-11-23,28461,28641,28019,28401,48729
2943,2011-11-24,28401,28963,28020,28843,51837
2944,2011-11-25,28642,28842,28100,28642,39510
2945,2011-11-28,28963,29685,28441,29505,59618
2946,2011-11-29,29544,29745,29203,29364,63023
2947,2011-11-30,29364,30126,29163,29304,114990
2948,2011-12-01,29805,30106,27598,27859,279926
2949,2011-12-02,27799,28240,27799,28000,83214
2950,2011-12-05,28200,28301,27819,28301,75551
2951,2011-12-06,28259,28259,27657,27698,55532
2952,2011-12-07,27898,27898,27216,27417,70798
2953,2011-12-08,27497,27577,26734,27136,85585
2954,2011-12-09,26935,27156,26494,26735,79510
2955,2011-12-12,26895,27778,26734,27698,62745
2956,2011-12-13,27337,27698,26916,26916,34624
2957,2011-12-14,26915,27276,26795,27056,50171
2958,2011-12-15,26855,26936,26554,26655,60122
2959,2011-12-16,26955,27477,26634,27437,56433
2960,2011-12-19,27416,27416,24105,26594,123396
2961,2011-12-20,26513,26533,24948,25731,245632
2962,2011-12-21,26092,26293,25450,25832,107865
2963,2011-12-22,25891,25991,25249,25751,82187
2964,2011-12-23,25410,25972,25309,25651,129904
2965,2011-12-26,25711,25892,25290,25290,61627
2966,2011-12-27,25289,25289,24105,24808,131206
2967,2011-12-28,24507,25049,24346,24407,59412
2968,2011-12-29,24286,24627,23985,24086,98343
2969,2012-01-02,24286,24988,24085,24828,95726
2970,2012-01-03,24888,25551,24728,25511,104827
2971,2012-01-04,25510,25510,24928,24989,93494
2972,2012-01-05,25270,25751,25049,25210,76121
2973,2012-01-06,25289,25570,24487,24487,46053
2974,2012-01-09,24486,25269,24165,25129,83724
2975,2012-01-10,25390,26374,25390,26374,156554
2976,2012-01-11,26353,26835,25811,26494,84066
2977,2012-01-12,26313,26353,25951,25992,68560
2978,2012-01-13,25831,25931,25088,25149,124383
2979,2012-01-16,25169,26092,25169,25932,77037
2980,2012-01-17,26393,26694,26132,26594,63595
2981,2012-01-18,26654,26654,25951,26293,67716
2982,2012-01-19,26634,26654,25951,26293,70104
2983,2012-01-20,26554,26554,25490,25671,138539
2984,2012-01-25,25792,25792,25209,25230,132331
2985,2012-01-26,25249,25831,25249,25591,60287
2986,2012-01-27,25490,26213,25470,25892,82876
2987,2012-01-30,25912,26554,25912,26334,98032
2988,2012-01-31,26333,26694,26012,26474,143038
2989,2012-02-01,26233,26413,25831,25932,60816
2990,2012-02-02,26092,26092,24747,24908,249589
2991,2012-02-03,25008,25169,24266,24547,202851
2992,2012-02-06,24688,24688,22901,22982,365604
2993,2012-02-07,23121,23443,22720,23443,187702
2994,2012-02-08,23142,23784,23142,23644,116525
2995,2012-02-09,23664,23744,22941,23042,110730
2996,2012-02-10,23122,23684,22640,23584,116984
2997,2012-02-13,23664,24166,23262,24126,99673
2998,2012-02-14,24186,24427,24005,24146,87267
2999,2012-02-15,24185,24185,23081,23142,269881
3000,2012-02-16,23142,23262,22981,23082,124012
3001,2012-02-17,23162,23222,22680,22721,208836
3002,2012-02-20,22580,22820,21978,22259,243682
3003,2012-02-21,22299,22921,22138,22761,116727
3004,2012-02-22,22761,23042,22419,22982,171099
3005,2012-02-23,22780,23342,22600,23162,165860
3006,2012-02-24,23423,23804,23162,23684,234727
3007,2012-02-27,23663,23683,23061,23443,109239
3008,2012-02-28,23643,23643,22780,22881,143945
3009,2012-02-29,22700,22880,22318,22620,211694
3010,2012-03-02,22680,22740,22339,22580,167451
3011,2012-03-05,22579,23021,22338,22379,99737
3012,2012-03-06,22339,22620,22218,22299,74804
3013,2012-03-07,22138,22460,21717,22460,183295
3014,2012-03-08,22379,22901,22238,22841,171238
3015,2012-03-09,23042,23202,22881,23002,111380
3016,2012-03-12,22821,23142,22760,23082,80024
3017,2012-03-13,22880,23221,22680,22941,209643
3018,2012-03-14,23081,23804,23041,23784,220539
3019,2012-03-15,23844,24326,23583,24146,234547
3020,2012-03-16,24145,24285,23824,24005,90651
3021,2012-03-19,24005,24105,23503,23664,95166
3022,2012-03-20,23663,23663,23061,23182,143638
3023,2012-03-21,23262,24447,23222,24447,190864
3024,2012-03-22,24387,24567,24126,24387,102240
3025,2012-03-23,24246,24668,23885,24387,182272
3026,2012-03-26,24687,24828,24326,24688,142249
3027,2012-03-27,24767,24888,24205,24587,118921
3028,2012-03-28,24728,24828,24326,24387,49347
3029,2012-03-29,24266,24587,23583,24186,87466
3030,2012-03-30,24165,24165,23603,23905,125768
3031,2012-04-02,24085,24206,23684,23865,84633
3032,2012-04-03,23884,24165,23202,23202,152477
3033,2012-04-04,23082,23363,22379,22781,139735
3034,2012-04-05,22680,23905,22399,23805,159545
3035,2012-04-06,22982,24186,22982,24086,131734
3036,2012-04-09,24025,24025,23283,23283,69794
3037,2012-04-10,23122,23403,22400,22400,117780
3038,2012-04-12,22459,22781,21938,22480,134104
3039,2012-04-13,22480,23805,22460,23805,171191
3040,2012-04-16,23503,24165,23302,23965,97342
3041,2012-04-17,23723,24887,23723,24607,151960
3042,2012-04-18,24908,24908,24366,24607,85024
3043,2012-04-19,24366,25009,24126,24929,139750
3044,2012-04-20,24747,24888,24265,24286,50293
3045,2012-04-23,23924,24366,23924,24226,27111
3046,2012-04-24,23884,24506,23884,24286,64730
3047,2012-04-25,24487,24487,24065,24166,119226
3048,2012-04-26,24025,24025,22800,23423,365131
3049,2012-04-27,23202,23382,21957,21978,236365
3050,2012-04-30,22057,22278,21054,21275,133321
3051,2012-05-02,21295,21777,20633,20894,203321
3052,2012-05-03,20894,21135,20071,20272,368304
3053,2012-05-04,20452,21355,20371,21255,404617
3054,2012-05-07,20934,21737,20914,21597,136436
3055,2012-05-08,21596,21817,20733,20794,145915
3056,2012-05-09,20693,21034,20532,20613,76917
3057,2012-05-10,20874,22479,20773,22219,275038
3058,2012-05-11,21978,23122,21476,22219,248226
3059,2012-05-14,22319,22861,21536,22721,160649
3060,2012-05-15,22479,22840,21997,22660,115679
3061,2012-05-16,22440,22982,22379,22982,110331
3062,2012-05-17,22881,23081,21977,22279,75065
3063,2012-05-18,21978,22279,21135,21296,79524
3064,2012-05-21,21776,21776,20933,21255,92103
3065,2012-05-22,21516,21737,21014,21577,157702
3066,2012-05-23,21677,21677,21235,21376,65640
3067,2012-05-24,21536,21536,20753,20854,77712
3068,2012-05-25,20693,21155,20292,20292,90057
3069,2012-05-29,20533,20814,20312,20774,109571
3070,2012-05-30,20894,20894,20272,20493,101414
3071,2012-05-31,20472,20753,20151,20292,140564
3072,2012-06-01,20372,20493,19910,19931,159082
3073,2012-06-04,19369,19429,18265,18767,265963
3074,2012-06-05,19006,19107,18485,18726,122434
3075,2012-06-07,19068,19389,19048,19048,142064
3076,2012-06-08,18867,19048,18425,18486,155110
3077,2012-06-11,18605,19087,18605,19027,97202
3078,2012-06-12,18706,21636,18706,19971,534933
3079,2012-06-13,20111,20392,19569,19710,145956
3080,2012-06-14,19729,19870,19167,19268,134872
3081,2012-06-15,19288,19730,19067,19730,97789
3082,2012-06-18,19790,20131,19469,19469,120190
3083,2012-06-19,19469,20693,19469,20573,313376
3084,2012-06-20,20874,21275,20673,21035,216915
3085,2012-06-21,21275,21475,20853,20914,90359
3086,2012-06-22,20813,20833,20151,20553,113981
3087,2012-06-25,20713,21154,20251,20894,119942
3088,2012-06-26,20733,21155,20593,21055,57685
3089,2012-06-27,20894,21275,20292,21055,145200
3090,2012-06-28,21014,21174,20572,20954,114332
3091,2012-06-29,20713,20874,20533,20533,90990
3092,2012-07-02,20271,20913,20131,20131,80356
3093,2012-07-03,20191,20573,20151,20473,59811
3094,2012-07-04,20592,20673,20211,20332,70997
3095,2012-07-05,20372,20633,20272,20513,48351
3096,2012-07-06,20452,20613,20352,20613,26776
3097,2012-07-09,20754,20754,20272,20453,53887
3098,2012-07-10,20452,20633,20412,20473,33042
3099,2012-07-11,20613,21315,20613,21175,189725
3100,2012-07-12,21174,21515,20472,20673,107081
3101,2012-07-13,20673,20873,19528,20673,285846
3102,2012-07-16,20673,20693,20151,20272,89618
3103,2012-07-17,20091,20573,20051,20473,63124
3104,2012-07-18,20352,20492,19991,19991,56642
3105,2012-07-19,20211,20633,20171,20633,88744
